company,year,per,pbr,psr,profit
대림산업,2013,,0.74,0.36,0.068693619
GS리테일,2013,18.11,1.41,0.48,-0.105302439
오뚜기,2013,14.99,1.56,0.67,-0.454270709
현대산업,2013,,0.8,0.42,-0.046303435
신세계,2013,15.77,0.93,0.92,0.005144141
유한양행,2013,24.66,1.57,2.28,-0.268426668
대우건설,2013,,1.26,0.39,0.195668135
두산,2013,29.66,1.08,0.16,0.027355012
제일기획,2013,32.1,3.15,1.05,-0.204187632
포스코대우,2013,34.02,1.92,0.25,-0.062609947
금호석유,2013,,2.23,0.66,0.277816835
농심,2013,17.27,1.05,0.79,-0.128174664
현대백화점,2013,12.61,1.21,2.43,-0.048265101
영풍,2013,10.85,1.02,0.74,-0.208741367
한화테크윈,2013,21.81,1.95,1.26,0.052694745
두산인프라코어,2013,,0.97,0.31,0.355984501
현대위아,2013,11.71,1.88,0.6,-0.026441274
한전KPS,2013,16.22,3.91,2.16,-0.113537846
두산중공업,2013,54.19,0.94,0.24,0.345254214
롯데칠성,2013,20.44,0.84,0.92,-0.103020297
오리온홀딩스,2013,19.1,2.61,1.19,-0.13134647
삼성전자,2014,9.78,1.29,1.07,0.106155306
SK하이닉스,2014,8.28,1.75,1.85,-0.315200626
현대차,2014,6.57,1.04,0.69,0.036428605
LG화학,2014,15.41,1.53,0.82,0.128763246
POSCO,2014,38.36,0.62,0.41,0.071036681
NAVER,2014,51.64,9.35,9.11,-0.492086495
삼성생명,2014,17.42,0.91,0.77,-0.013194438
삼성물산,2014,43.5,3.07,3.32,-1
현대모비스,2014,6.71,1.17,0.77,0.007375703
한국전력,2014,10.2,0.49,0.46,-0.260874884
KB금융,2014,9.97,0.54,0.69,-0.011564644
신한지주,2014,10.37,0.78,1.02,-0.122801068
SK,2014,83.86,2.81,3.72,-0.40262938
SK텔레콤,2014,12.01,1.19,1.15,-0.160307498
LG생활건강,2014,31.59,5.29,1.93,0.124627666
아모레퍼시픽,2014,34.86,3.54,2.61,-0.440136062
SK이노베이션,2014,,0.66,0.15,0.419776049
KT&G,2014,12.65,1.99,2.89,-0.114918889
삼성에스디에스,2014,55,6.14,3.2,-1
LG,2014,12.74,0.91,1.13,0.026108171
LG전자,2014,26.76,1.05,0.21,0.09258363
삼성SDI,2014,,0.89,1.57,0.050660658
하나금융지주,2014,9.89,0.52,0.4,-0.015578771
기아차,2014,7.08,1.01,0.48,0.03663578
S-Oil,2014,,1.3,0.22,0.525118588
삼성화재,2014,17.09,1.28,0.64,-0.116671513
아모레G,2014,37.01,2.9,1.4,-0.510484459
롯데케미칼,2014,37.34,0.94,0.41,0.120509573
카카오,2014,20.29,2.65,5.55,-0.201141963
우리은행,2014,5.82,0.4,0.44,-0.919788576
LG디스플레이,2014,13.32,0.95,0.41,-0.073186806
엔씨소프트,2014,17.35,2.66,4.65,-0.020946915
고려아연,2014,15.19,1.52,1.44,-0.146649844
기업은행,2014,8.2,0.6,0.62,-0.159531983
현대중공업,2014,,0.74,0.23,0.319906271
강원랜드,2014,18.1,2.41,4.63,-0.054219286
삼성전기,2014,8.44,1.03,0.77,0.453072181
KT,2014,,0.74,0.37,0.126626958
코웨이,2014,26.01,5.34,2.89,-0.314508048
현대제철,2014,9.68,0.61,0.5,0.095518207
한미사이언스,2014,41.65,1.9,1.55,-0.130017221
이마트,2014,19.51,0.95,0.5,-0.046022754
미래에셋대우,2014,16.33,0.77,0.82,0.085441725
한온시스템,2014,18.76,3.02,0.9,-0.290939282
한국타이어,2014,9.32,1.57,1.06,-0.04785516
한화생명,2014,17.76,0.69,0.42,-0.017319065
롯데쇼핑,2014,14.97,0.55,0.33,0.187654375
한미약품,2014,29.18,1.94,1.34,0.377813977
CJ,2014,21.67,1.29,0.22,-0.176655145
GS,2014,,0.73,0.4,0.297284778
CJ제일제당,2014,48.12,1.54,0.4,-0.092393063
현대글로비스,2014,20.38,3.59,0.71,-0.246435768
LG유플러스,2014,22,1.09,0.42,0.028751552
한국항공우주,2014,29.3,3.4,1.46,-0.221735018
한화케미칼,2014,32.21,0.63,0.33,0.138655215
삼성중공업,2014,29.44,0.95,0.48,0.338377185
DB손해보험,2014,9.23,1.13,0.27,-0.144726934
롯데지주,2014,,1.06,1.19,-0.117123739
효성,2014,8.92,0.88,0.2,-0.093333333
삼성카드,2014,7.81,0.75,1.37,-0.075625406
한국가스공사,2014,10.23,0.56,0.15,0.078387931
KCC,2014,16.79,0.96,1.79,-0.373969053
LG이노텍,2014,23.63,1.57,0.41,-0.247130569
NH투자증권,2014,27.6,0.69,0.46,0.133795151
현대건설,2014,14.16,1.17,0.36,0.113740747
한샘,2014,31.09,5.51,1.62,-0.648273895
BGF리테일,2014,18.55,2.83,0.48,-1
에스원,2014,24.71,2.89,1.82,-0.161369723
현대해상,2014,9.89,1.09,0.19,0.063198683
한국금융지주,2014,11.3,0.94,0.67,-0.053269688
CJ대한통운,2014,78.09,1.16,0.71,-0.291290165
호텔신라,2014,49.75,5.15,1.3,-0.367900086
삼성증권,2014,14.92,0.94,1.09,0.11745392
대한항공,2014,,0.99,0.17,-0.031660168
한화,2014,,0.51,0.06,0.124093128
BNK금융지주,2014,3.85,0.77,0.74,-0.041884158
OCI,2014,,1.32,1.51,0.076700312
대림산업,2014,,0.74,0.34,0.117549914
GS리테일,2014,17.75,1.15,0.39,0.17442926
오뚜기,2014,17.83,1.99,0.92,-0.293870511
현대산업,2014,42.38,1.11,0.56,-0.300263757
신세계,2014,11.38,0.82,0.86,0.045513368
유한양행,2014,21.25,1.44,2.03,0.040720958
대우건설,2014,18.49,1.19,0.32,0.048633389
두산,2014,41.78,1.03,0.16,0.085455295
제일기획,2014,19.47,2.6,0.98,0.088900672
포스코대우,2014,19.41,1.75,0.2,0.023962882
금호석유,2014,28.97,1.76,0.59,0.201272749
농심,2014,23.63,1.05,0.83,-0.01979771
현대백화점,2014,10.72,1,2.12,0.135415703
영풍,2014,17.8,0.92,0.82,0.056057398
한화테크윈,2014,,1.49,0.94,0.354869482
두산인프라코어,2014,48.05,0.9,0.33,0.146052632
현대위아,2014,10.52,1.68,0.62,-0.096594268
한전KPS,2014,21.31,4.71,3.03,-0.260540807
두산중공업,2014,,0.76,0.18,0.3923812
롯데칠성,2014,107.66,1.02,1.06,-0.123640321
오리온홀딩스,2014,18.22,2.01,1.17,0.153885864
삼성전자,2015,11.47,1.19,1.1,-0.005706545
SK하이닉스,2015,5.18,1.32,1.56,0.078131593
현대차,2015,6.63,0.7,0.49,0.377161701
LG화학,2015,21.06,1.47,0.94,-0.025220178
POSCO,2015,80.36,0.45,0.33,0.396908816
NAVER,2015,41.81,6.41,6.26,0.233172521
삼성생명,2015,18.16,0.83,0.76,0.008334369
삼성물산,2015,7.89,1.66,1.81,-0.128183422
현대모비스,2015,7.85,0.87,0.62,0.209375298
한국전력,2015,2.42,0.45,0.51,-0.131578388
KB금융,2015,7.54,0.5,0.64,0.029605174
신한지주,2015,8.11,0.66,0.88,0.123006617
SK,2015,2.58,1.34,0.37,-0.288353101
SK텔레콤,2015,11.46,1.19,1.21,-0.050297433
LG생활건강,2015,40.41,6.82,2.7,-0.371653633
아모레퍼시픽,2015,42.71,7.42,4.49,0.313495091
SK이노베이션,2015,14.95,0.63,0.21,-0.014579688
KT&G,2015,13.85,2.05,3.23,-0.116631794
삼성에스디에스,2015,44.77,4.53,2.65,0.209759653
LG,2015,13.19,0.85,1.11,0.001936508
LG전자,2015,78.21,0.82,0.17,0.289588652
삼성SDI,2015,149.01,0.74,1.64,0.26964792
하나금융지주,2015,7.63,0.38,0.25,0.340199312
기아차,2015,8.11,0.81,0.4,0.148917004
S-Oil,2015,14.67,1.42,0.43,-0.167426541
삼성화재,2015,19.17,1.27,0.67,-0.078842836
아모레G,2015,46.86,5.22,2.28,0.418744953
롯데케미칼,2015,8.41,1.07,0.69,-0.249076641
카카오,2015,91.59,2.91,7.91,-0.087583481
우리은행,2015,5.63,0.34,0.32,0.123684485
LG디스플레이,2015,9.09,0.81,0.35,0.103406901
엔씨소프트,2015,28.24,2.47,5.26,-0.115693474
고려아연,2015,17.37,1.73,1.86,-0.195758585
기업은행,2015,6.49,0.52,0.6,0.042966752
현대중공업,2015,,0.54,0.17,0.541549353
강원랜드,2015,18.6,2.58,5.01,-0.154187668
삼성전기,2015,436.26,1.13,0.8,-0.054817692
KT,2015,13.34,0.66,0.35,0.070329893
코웨이,2015,18.9,5.04,2.97,-0.092092553
현대제철,2015,8.52,0.54,0.49,0.140739084
한미사이언스,2015,42.18,8.66,6.72,-0.833749931
이마트,2015,11.59,0.9,0.46,0.045435129
미래에셋대우,2015,19.01,1.24,1.03,-0.237507906
한온시스템,2015,24.04,2.53,0.79,0.106092462
한국타이어,2015,8.89,1.07,0.85,0.292292767
한화생명,2015,12.11,0.72,0.41,-0.103056327
롯데쇼핑,2015,,0.44,0.24,0.294321496
한미약품,2015,49.21,5.98,3.07,-0.732581817
CJ,2015,35.51,1.95,0.32,-0.373847116
GS,2015,9.75,0.7,0.36,-0.028145766
CJ제일제당,2015,28.88,1.71,0.43,-0.144953975
현대글로비스,2015,19.2,2.6,0.55,0.23463773
LG유플러스,2015,12.92,1.07,0.44,-0.044014245
한국항공우주,2015,29.37,5.67,2.27,-0.506352215
한화케미칼,2015,23.41,0.66,0.38,-0.091739688
삼성중공업,2015,,0.66,0.35,0.794581816
DB손해보험,2015,11.88,1.04,0.25,-0.010063719
롯데지주,2015,41.54,1.03,1.18,-0.008829196
효성,2015,8.38,1.18,0.31,-0.361874718
삼성카드,2015,10.71,0.65,1.32,0.107553497
한국가스공사,2015,10.66,0.39,0.15,0.391991148
KCC,2015,23.93,0.86,1.5,0.190432877
LG이노텍,2015,24.52,1.32,0.38,0.145546065
NH투자증권,2015,14.1,0.77,0.5,-0.130827456
현대건설,2015,7.56,0.79,0.24,0.363214496
한샘,2015,47.52,11.18,3.18,-0.605906283
BGF리테일,2015,27.93,4.72,0.84,-0.554081577
에스원,2015,24.66,2.85,1.8,-0.080051154
현대해상,2015,15.18,1.02,0.17,0.008891195
한국금융지주,2015,8.51,1.14,0.71,-0.252963236
CJ대한통운,2015,94.84,1.51,0.85,-0.246538533
호텔신라,2015,167.3,5.79,1.33,-0.126884759
삼성증권,2015,11.67,1.01,0.98,-0.120839306
대한항공,2015,,1.13,0.22,-0.05923381
한화,2015,,0.68,0.07,-0.221323473
BNK금융지주,2015,4.44,0.6,0.66,0.152914733
OCI,2015,17.83,0.73,0.94,0.690610835
대림산업,2015,12.53,0.63,0.29,0.146498615
GS리테일,2015,25.23,1.95,0.56,-0.445730186
오뚜기,2015,40.34,2.97,1.5,-0.41782185
현대산업,2015,13.49,1.67,0.89,-0.384575655
신세계,2015,5.63,0.71,0.84,0.001885023
유한양행,2015,24.65,1.76,2.39,-0.233608501
대우건설,2015,21.98,0.99,0.28,0.156918052
두산,2015,,1,0.17,0.128719287
제일기획,2015,29.95,2.15,0.82,0.135631492
포스코대우,2015,14.44,1.13,0.16,0.506702854
금호석유,2015,14.67,1.49,0.6,0.185537208
농심,2015,22.78,1.09,0.86,-0.09653766
현대백화점,2015,12.29,0.91,1.95,0.017535096
영풍,2015,15.67,0.92,0.92,-0.048738247
한화테크윈,2015,329.21,0.72,0.62,0.514695741
두산인프라코어,2015,,0.93,0.31,0.344983962
현대위아,2015,9.32,1.08,0.45,0.407792128
한전KPS,2015,23.57,5.99,3.99,-0.302164188
두산중공업,2015,,0.77,0.2,0.271585038
롯데칠성,2015,30.17,1.24,1.26,-0.196616427
오리온홀딩스,2015,21.09,2.26,1.34,-0.19125817
삼성전자,2016,13.18,1.18,1.17,-0.09777334
SK하이닉스,2016,11.02,1,1.44,0.187229278
현대차,2016,7.71,0.58,0.42,0.124264436
LG화학,2016,15.06,1.44,0.97,-0.049788299
POSCO,2016,16.47,0.44,0.36,-0.004907279
NAVER,2016,34.09,4.84,5.95,-0.149054672
삼성생명,2016,10.95,0.75,0.71,-0.02481149
삼성물산,2016,223.65,1.32,0.95,0.115175832
삼성바이오로직스,2016,,2.48,29.53,-1
현대모비스,2016,8.46,0.87,0.65,-0.100095812
한국전력,2016,4.01,0.5,0.59,-0.152785528
KB금융,2016,7.84,0.47,0.55,0.031572777
신한지주,2016,7.79,0.62,0.88,0.028645578
SK,2016,21.26,1.13,0.19,0.135237346
SK텔레콤,2016,10.79,0.96,1.03,0.183251345
LG생활건강,2016,26.72,6.52,2.78,-0.152610488
아모레퍼시픽,2016,34.71,6.86,4.71,2.356528124
SK이노베이션,2016,8.21,0.82,0.36,-0.284010923
KT&G,2016,11.26,2.15,3.51,-0.149581626
삼성에스디에스,2016,23.27,2.54,1.6,0.593810938
LG,2016,9.82,0.83,1.07,-0.035044725
LG전자,2016,121.37,0.82,0.18,-0.026350679
삼성SDI,2016,34.97,0.66,1.4,0.114597426
하나금융지주,2016,6.95,0.35,0.23,0.06914275
기아차,2016,5.78,0.66,0.34,0.111197052
S-Oil,2016,8.19,1.49,0.58,-0.197795746
삼성화재,2016,15.82,1.16,0.67,0.002283495
아모레G,2016,32.03,4.52,1.86,2.740216393
롯데케미칼,2016,6.89,1.09,0.77,-0.21574071
카카오,2016,88.46,1.83,4.19,0.330041445
우리은행,2016,6.83,0.35,0.3,-0.083731144
LG디스플레이,2016,12.41,0.74,0.36,0.023710266
엔씨소프트,2016,19.93,2.69,5.58,-0.196314823
고려아연,2016,15.13,1.63,1.56,-0.02536123
기업은행,2016,6.63,0.44,0.48,0.13389676
현대중공업,2016,19.3,0.52,0.22,-0.084679892
강원랜드,2016,16.82,2.5,5.06,-0.045040776
삼성전기,2016,268.04,0.93,0.68,0.215943933
KT,2016,10.8,0.65,0.35,-0.025283577
코웨이,2016,27.88,5.27,3.05,-0.05516407
현대제철,2016,9.29,0.43,0.41,0.208413777
한미사이언스,2016,449.34,11.4,11.29,-0.294092499
이마트,2016,13.56,0.63,0.33,0.300747789
미래에셋대우,2016,63.13,0.81,0.35,0.588745133
한온시스템,2016,18.82,3.1,0.99,1.694296132
한국타이어,2016,8.23,1.11,1,-0.168115017
한화생명,2016,7.13,0.58,0.27,0.252848101
롯데쇼핑,2016,38.02,0.4,0.22,0.086017563
한미약품,2016,136.72,9.05,6.86,-0.31895157
CJ,2016,24.45,1.67,0.25,0.128107836
GS,2016,6.36,0.71,0.37,-0.104331465
CJ제일제당,2016,18.77,1.56,0.38,0.014493406
현대글로비스,2016,11.46,1.94,0.44,0.196186835
LG유플러스,2016,10.15,1,0.42,-0.008600398
한국항공우주,2016,24.66,4.82,2.37,-0.011675219
한화케미칼,2016,5.37,0.78,0.44,-0.248986798
삼성중공업,2016,,0.48,0.23,0.56792226
DB손해보험,2016,8.45,1.17,0.29,-0.187479269
롯데지주,2016,35.03,1.17,1.27,0.931538956
효성,2016,11.22,1.25,0.38,-0.148549195
삼성카드,2016,13.16,0.69,1.38,-0.093099037
한국가스공사,2016,,0.41,0.18,0.025939523
KCC,2016,24.91,0.7,1.21,0.212503431
LG이노텍,2016,422.41,1.1,0.34,0.191913315
NH투자증권,2016,12.27,0.63,0.33,0.187659618
현대건설,2016,8.34,0.67,0.22,0.076435141
한샘,2016,36.72,7.77,2.38,0.180463483
BGF리테일,2016,22.09,5.1,0.93,-0.185629537
에스원,2016,23.71,2.98,2.04,-0.134435519
현대해상,2016,6.87,1.03,0.19,-0.126763542
한국금융지주,2016,8.35,0.77,0.45,0.387664072
CJ대한통운,2016,73.19,1.62,0.76,-0.076143707
호텔신라,2016,69.2,3.3,0.68,0.712842005
삼성증권,2016,13.98,0.73,0.63,0.379393673
대한항공,2016,,1.15,0.17,0.334816041
한화,2016,5.76,0.79,0.06,0.070539077
BNK금융지주,2016,5.58,0.43,0.58,0.559122767
OCI,2016,7.75,0.67,0.78,0.012002583
대림산업,2016,12.67,0.68,0.32,-0.13392726
GS리테일,2016,13.36,1.97,0.53,-0.110091383
오뚜기,2016,16.56,2.87,1.49,-0.057603697
현대산업,2016,11.05,1.24,0.7,0.220903522
신세계,2016,7.63,0.6,0.66,0.098649318
유한양행,2016,14.73,1.91,2.4,-0.150990188
대우건설,2016,,1.15,0.22,0.143245078
두산,2016,14.22,0.93,0.16,0.115916197
제일기획,2016,20.53,1.87,0.61,0.169610893
포스코대우,2016,27.64,1.04,0.16,0.063453886
금호석유,2016,37.49,1.32,0.55,0.086522845
농심,2016,10.15,1.19,1,-0.155066304
현대백화점,2016,9.25,0.79,1.62,0.086239845
영풍,2016,12.07,0.7,0.72,0.252567248
한화테크윈,2016,6.69,1.09,0.73,-0.365934409
두산인프라코어,2016,28.96,0.69,0.25,0.321011105
현대위아,2016,15.19,0.74,0.33,0.418660836
한전KPS,2016,27.63,3.93,2.54,0.516445604
두산중공업,2016,,0.79,0.2,0.02660387
롯데칠성,2016,28.52,1.04,1.03,0.186151907
오리온홀딩스,2016,8.14,1.58,1.08,0.244167513
